Transcript	150904CM018-B_al_sorted.bam	150904CM018-W_al_sorted.bam	150904CM763-B_al_sorted.bam	150904CM763-W_al_sorted.bam	150904CM764-B_al_sorted.bam
CNAG_00515T1	6	563.0	633.0	22.0	192.0
CNAG_00516T0	18	492.0	1624.0	48.0	519.0
CNAG_00517T0	13	1683.0	1267.0	137.0	260.0
CNAG_00519T0	52	2591.0	2913.0	83.0	1593.0
CNAG_00520T0	136	2523.0	3022.0	160.0	672.0
CNAG_00521T0	45	4974.0	2397.0	163.0	583.0
CNAG_00522T0	164	6487.0	7423.0	289.0	1818.0
CNAG_00522T1	164	6487.0	7423.0	289.0	1818.0
CNAG_00523T0	5	579.0	577.0	34.0	106.0
CNAG_00523T1	4	313.0	502.0	16.0	91.0
CNAG_00524T0	13	1778.0	828.0	49.0	207.0
CNAG_00525T0	19	771.0	1371.0	39.0	222.0
CNAG_00526T0	4	140.0	421.0	21.0	67.0
CNAG_00527T0	32	2168.0	520.0	175.0	93.0
CNAG_00528T0	9	518.0	1076.0	39.0	160.0
CNAG_00529T0	4	91.0	268.0	10.0	49.0
CNAG_00531T0	164	3848.0	16393.0	231.0	4933.0
CNAG_00532T0	3	244.0	331.0	30.0	45.0
CNAG_00533T0	47	1626.0	1858.0	161.0	368.0
CNAG_00534T0	46	9462.0	3179.0	943.0	637.0
CNAG_00535T0	18	1245.0	1786.0	103.0	261.0
CNAG_00536T0	20	2739.0	1273.0	298.0	196.0
CNAG_00536T1	17	2392.0	749.0	257.0	120.0
CNAG_00537T0	11	801.0	189.0	40.0	46.0
CNAG_00538T0	14	991.0	799.0	124.0	109.0
CNAG_00539T0	180	6004.0	13370.0	212.0	7540.0
CNAG_00540T0	1	17.0	91.0		22.0
CNAG_00541T0	1	240.0	221.0	11.0	47.0
CNAG_00542T0	5	132.0	458.0	9.0	54.0
CNAG_00543T0	25	1194.0	1987.0	156.0	429.0
CNAG_00544T0	5	576.0	317.0	25.0	59.0
CNAG_00545T0	55	1114.0	4919.0	76.0	945.0
CNAG_00546T0	27	563.0	2268.0	42.0	559.0
CNAG_00547T0	58	1233.0	3552.0	115.0	894.0
CNAG_00549T0	6	145.0	685.0	13.0	95.0
CNAG_00549T1	4	85.0	534.0	7.0	76.0
CNAG_00550T0	2	34.0	304.0	3.0	39.0
CNAG_00551T0	73	1264.0	8898.0	154.0	1258.0
CNAG_00554T0	43	2097.0	2205.0	112.0	590.0
CNAG_00555T0	10	637.0	763.0	32.0	153.0
CNAG_00555T1	10	637.0	763.0	32.0	153.0
CNAG_00556T0	46	1495.0	3209.0	110.0	468.0
CNAG_00556T1	46	1495.0	3209.0	110.0	468.0
CNAG_00557T0	8	522.0	534.0	63.0	80.0
CNAG_00558T0	32	869.0	1692.0	65.0	393.0
CNAG_00559T0	94	2635.0	8655.0	189.0	2860.0
CNAG_00560T0	50	3311.0	2839.0	252.0	531.0
CNAG_00561T0	33	1535.0	2145.0	133.0	395.0
CNAG_00562T0	6	1548.0	957.0	117.0	178.0
CNAG_00563T0	11	620.0	806.0	33.0	168.0
CNAG_00564T0	8	808.0	1463.0	43.0	308.0
CNAG_00565T0	101	5640.0	7326.0	442.0	1334.0
CNAG_00566T0	33	1086.0	3325.0	73.0	676.0
CNAG_00567T0	9	539.0	946.0	56.0	143.0
CNAG_00568T0	5	27.0	295.0	6.0	73.0
CNAG_00569T0	42	2177.0	2166.0	144.0	834.0
CNAG_00570T0	45	4447.0	1350.0	243.0	307.0
CNAG_00571T0	19	693.0	2109.0	82.0	335.0
CNAG_00572T0	24	952.0	3153.0	59.0	569.0
CNAG_00573T0	11	1810.0	603.0	153.0	105.0
CNAG_00574T0	21	655.0	2327.0	61.0	418.0
CNAG_00574T1	21	655.0	2327.0	61.0	418.0
CNAG_00575T0	265	14437.0	12872.0	435.0	2836.0
CNAG_00576T0	46	1737.0	3868.0	149.0	924.0
CNAG_00577T0	6	431.0	235.0	54.0	64.0
CNAG_00580T0	23	783.0	1816.0	86.0	270.0
CNAG_00581T0	190	13813.0	9067.0	509.0	2635.0
CNAG_00582T0	21	1110.0	2265.0	102.0	315.0
CNAG_00583T0	57	1688.0	2710.0	119.0	642.0
CNAG_00584T0	62	8236.0	3667.0	536.0	790.0
CNAG_00585T0	3	79.0	158.0	28.0	20.0
CNAG_00586T0	3	966.0	245.0	14.0	72.0
CNAG_00587T0	2	35.0	29.0	4.0	6.0
CNAG_00588T0	7	288.0	235.0	6.0	126.0
CNAG_00589T0	6	1210.0	1710.0	97.0	339.0
CNAG_00590T0	24	909.0	1200.0	89.0	185.0
CNAG_00591T0	4	348.0	660.0	39.0	83.0
CNAG_00592T0	9	602.0	386.0	23.0	64.0
CNAG_00593T0	6	468.0	454.0	27.0	71.0
CNAG_00593T1	6	468.0	454.0	27.0	71.0
CNAG_00594T0	27	856.0	2760.0	78.0	416.0
CNAG_00595T0	7	717.0	1174.0	47.0	192.0
CNAG_00596T0	4	115.0	289.0	9.0	35.0
CNAG_00597T0	41	279.0	2250.0	83.0	342.0
CNAG_00597T1	41	279.0	2250.0	83.0	342.0
CNAG_00598T0	1	13.0	53.0	1.0	10.0
CNAG_00599T0	9	617.0	1173.0	39.0	237.0
CNAG_00600T0	18	891.0	1193.0	58.0	221.0
CNAG_00601T0	2	113.0	318.0	9.0	47.0
CNAG_00602T0	37	2858.0	3348.0	231.0	481.0
CNAG_00603T0	7	304.0	509.0	56.0	64.0
CNAG_00604T0	4	428.0	522.0	29.0	126.0
CNAG_00605T0	87	5746.0	7275.0	221.0	2310.0
CNAG_00606T0	16	857.0	775.0	57.0	100.0
CNAG_00607T0	3	283.0	154.0	24.0	22.0
CNAG_00608T0	5	885.0	227.0	107.0	33.0
CNAG_00609T0	26	1093.0	3062.0	50.0	665.0
CNAG_00612T0	19	732.0	1604.0	50.0	295.0
CNAG_00613T0	2	184.0	531.0	36.0	64.0
CNAG_00614T0	15	1588.0	397.0	86.0	102.0
CNAG_00615T0	2	493.0	234.0	26.0	38.0
CNAG_00619T0	4	357.0	566.0	36.0	76.0
CNAG_00622T0	39	2711.0	1304.0	196.0	265.0
CNAG_00623T0	22	998.0	2274.0	65.0	474.0
CNAG_00624T0	9	1057.0	1193.0	92.0	207.0
CNAG_00625T0	55	2056.0	2679.0	100.0	597.0
CNAG_00626T0	208	22696.0	7343.0	1034.0	1812.0
CNAG_00627T0	7	143.0	845.0	10.0	195.0
CNAG_00632T0	9	659.0	639.0	68.0	82.0
CNAG_00633T0	28	689.0	1894.0	65.0	317.0
CNAG_00634T0	57	2121.0	6869.0	194.0	1190.0
CNAG_00634T1	57	2121.0	6869.0	194.0	1190.0
CNAG_00635T0	40	1386.0	2258.0	74.0	463.0
CNAG_00636T0	13	272.0	1240.0	23.0	176.0
CNAG_00637T0	44	2678.0	2789.0	72.0	750.0
CNAG_00638T0	52	2751.0	3554.0	128.0	757.0
CNAG_00639T0	4	371.0	201.0	31.0	33.0
CNAG_00640T0	281	48599.0	6634.0	6885.0	1140.0
CNAG_00641T0	48	1877.0	2803.0	128.0	513.0
CNAG_00642T0	41	404.0	2062.0	30.0	439.0
CNAG_00643T0	11	452.0	855.0	33.0	214.0
CNAG_00644T0	14	1501.0	781.0	58.0	244.0
CNAG_00645T0	16	2403.0	1139.0	93.0	218.0
CNAG_00647T0	8	499.0	668.0	31.0	126.0
CNAG_00648T0	33	1485.0	1692.0	100.0	405.0
CNAG_00649T0	90	5758.0	3034.0	326.0	631.0
CNAG_00650T0	31	905.0	2062.0	54.0	493.0
CNAG_00651T0	4	118.0	306.0	9.0	59.0
CNAG_00652T0	9	544.0	891.0	31.0	158.0
CNAG_00652T1	9	544.0	891.0	31.0	158.0
CNAG_00652T2	9	544.0	891.0	31.0	158.0
CNAG_00653T0	1	60.0	170.0	3.0	32.0
CNAG_00653T1	1	60.0	170.0	3.0	32.0
CNAG_00653T2	1	60.0	170.0	3.0	32.0
CNAG_00654T0	5	724.0	308.0	53.0	48.0
CNAG_00655T0	100	19030.0	1676.0	2961.0	335.0
CNAG_00656T0	283	31511.0	7909.0	3759.0	1471.0
CNAG_00657T0	2	42.0	344.0	9.0	50.0
CNAG_00658T0	15	649.0	1284.0	55.0	213.0
CNAG_00659T0	7	317.0	791.0	27.0	110.0
CNAG_00660T0	15	879.0	1022.0	53.0	146.0
CNAG_00661T0	14	602.0	1449.0	55.0	214.0
CNAG_00662T0	32	2058.0	3112.0	128.0	629.0
CNAG_00663T0	19	814.0	2151.0	60.0	484.0
CNAG_00665T0	73	3233.0	3585.0	210.0	739.0
CNAG_00666T0	65	1803.0	2337.0	113.0	482.0
CNAG_00667T0	6	631.0	514.0	34.0	105.0
CNAG_00668T0	79	4906.0	5868.0	242.0	1607.0
CNAG_00669T0	4	433.0	105.0	48.0	7.0
CNAG_00670T0	1	100.0	345.0	7.0	47.0
CNAG_00670T1	1	100.0	345.0	7.0	47.0
CNAG_00671T0	35	1628.0	2810.0	72.0	455.0
CNAG_00672T0	119	20477.0	5504.0	3214.0	715.0
CNAG_00673T0	16	2644.0	1176.0	231.0	260.0
CNAG_00674T0	11	733.0	575.0	46.0	119.0
CNAG_00675T0	27	1139.0	2645.0	88.0	465.0
CNAG_00675T1	27	1139.0	2645.0	88.0	465.0
CNAG_00676T0	8	737.0	1037.0	87.0	161.0
CNAG_00677T0	4	177.0	791.0	24.0	133.0
CNAG_00678T0	33	1964.0	2716.0	189.0	504.0
CNAG_00679T0	2	214.0	242.0	4.0	80.0
CNAG_00680T0	1	147.0	648.0	30.0	65.0
CNAG_00680T1	1	136.0	621.0	25.0	60.0
CNAG_00681T0	9	242.0	1168.0	47.0	142.0
CNAG_00681T1	9	242.0	1168.0	47.0	142.0
CNAG_00682T0	81	1565.0	8704.0	107.0	2080.0
CNAG_00683T0	48	1085.0	3073.0	88.0	716.0
CNAG_00684T0	39	4290.0	1165.0	204.0	251.0
CNAG_00685T0	28	1345.0	1279.0	90.0	273.0
CNAG_00686T0	480	48617.0	16264.0	1928.0	4008.0
CNAG_00687T0	15	206.0	844.0	31.0	141.0
CNAG_00687T1	15	206.0	844.0	31.0	141.0
CNAG_00688T0	9	571.0	772.0	37.0	105.0
CNAG_00689T0	11	1090.0	420.0	70.0	80.0
CNAG_00690T0	15	1095.0	1055.0	81.0	147.0
CNAG_00691T0	29	1508.0	2635.0	54.0	673.0
CNAG_00692T0	18	960.0	2702.0	91.0	500.0
CNAG_00693T0	12	718.0	918.0	45.0	188.0
CNAG_00693T1	12	718.0	918.0	45.0	188.0
CNAG_00694T0	40	3029.0	2998.0	174.0	527.0
CNAG_00695T0	7	838.0	421.0	50.0	84.0
CNAG_00696T0	46	1731.0	3567.0	55.0	882.0
CNAG_00697T0	29	2393.0	2118.0	278.0	353.0
CNAG_00698T0	34	1191.0	4052.0	117.0	746.0
CNAG_00699T0	10	277.0	375.0	8.0	84.0
CNAG_00700T0	37	3114.0	746.0	295.0	172.0
CNAG_00701T0	49	966.0	5527.0	105.0	950.0
CNAG_00702T0	13	588.0	935.0	57.0	192.0
CNAG_00703T0	98	18964.0	3762.0	2417.0	576.0
CNAG_00704T0	21	549.0	933.0	47.0	211.0
CNAG_00704T1	21	549.0	933.0	47.0	211.0
CNAG_00705T0	31	1780.0	1753.0	131.0	350.0
CNAG_00706T0	2	289.0	188.0	29.0	33.0
CNAG_00707T0	8	529.0	499.0	51.0	126.0
CNAG_00708T0	9	711.0	943.0	71.0	148.0
CNAG_00709T0	7	561.0	766.0	69.0	105.0
CNAG_00710T0	23	1014.0	3575.0	96.0	625.0
CNAG_00711T0	9	1573.0	417.0	27.0	99.0
CNAG_00712T0	14	651.0	482.0	52.0	113.0
CNAG_00713T0	22	2017.0	1195.0	156.0	194.0
CNAG_00714T0	3	294.0	126.0	20.0	19.0
CNAG_00715T0	23	3462.0	895.0	296.0	181.0
CNAG_00716T0	142	13957.0	10689.0	1358.0	2316.0
CNAG_00717T0	29	1381.0	2279.0	81.0	394.0
CNAG_00718T0	20	823.0	1425.0	44.0	215.0
CNAG_00719T0	30	1112.0	1055.0	108.0	176.0
CNAG_00720T0	6	465.0	732.0	47.0	141.0
CNAG_00721T0	37	1709.0	2295.0	156.0	343.0
CNAG_00722T0	7	1476.0	777.0	134.0	98.0
CNAG_00723T0	1	156.0	454.0	16.0	56.0
CNAG_00727T0	58	4901.0	4043.0	138.0	1566.0
CNAG_00728T0	12	421.0	1215.0	33.0	221.0
CNAG_00730T0	115	1120.0	8892.0	165.0	2459.0
CNAG_00732T0	46	1275.0	4388.0	71.0	1463.0
CNAG_00732T1	46	1275.0	4388.0	71.0	1463.0
CNAG_00732T2	46	1275.0	4388.0	71.0	1463.0
CNAG_00733T0	6	633.0	458.0	44.0	53.0
CNAG_00734T0	13	897.0	542.0	94.0	66.0
CNAG_00734T1	13	897.0	542.0	94.0	66.0
CNAG_00735T0	39	2628.0	1372.0	73.0	236.0
CNAG_00736T0	20	705.0	1388.0	37.0	217.0
CNAG_00736T1	20	705.0	1388.0	37.0	217.0
CNAG_00737T0	15	564.0	740.0	57.0	174.0
CNAG_00739T0	18	1033.0	1686.0	107.0	293.0
CNAG_00740T0	54	1373.0	2822.0	106.0	650.0
CNAG_00741T0	149	7840.0	9641.0	651.0	1705.0
CNAG_00742T0	21	1025.0	1687.0	74.0	311.0
CNAG_00743T0	30	2170.0	713.0	153.0	155.0
CNAG_00744T0	20	697.0	975.0	49.0	191.0
CNAG_00745T0	68	3289.0	2351.0	180.0	824.0
CNAG_00746T0	40	2705.0	1967.0	127.0	311.0
CNAG_00747T0	87	3109.0	6860.0	313.0	1890.0
CNAG_00748T0	4	181.0	246.0	12.0	29.0
CNAG_00749T0	10	61.0	1420.0	12.0	180.0
CNAG_00750T0	7	628.0	691.0	47.0	131.0
CNAG_00752T0	7	538.0	448.0	68.0	88.0
CNAG_00753T0	5	491.0	421.0	42.0	98.0
CNAG_00754T0	28	1503.0	1782.0	182.0	280.0
CNAG_00755T0	9	342.0	578.0	33.0	61.0
CNAG_00756T0	16	1025.0	768.0	49.0	105.0
CNAG_00757T0	47	1078.0	3311.0	72.0	642.0
CNAG_00758T0	4	160.0	341.0	16.0	57.0
CNAG_00760T0	23	1075.0	1801.0	50.0	342.0
CNAG_00761T0	7	728.0	565.0	57.0	121.0
CNAG_00762T0	6	205.0	173.0	16.0	21.0
CNAG_00764T0	6	301.0	524.0	40.0	76.0
CNAG_00765T0	6	349.0	143.0	25.0	33.0
CNAG_00766T0	21	1758.0	495.0	44.0	121.0
CNAG_00768T0	27	2866.0	1366.0	126.0	342.0
CNAG_00769T0	27	772.0	2432.0	38.0	623.0
CNAG_00770T0	18	543.0	1754.0	43.0	243.0
CNAG_00771T0	51	15195.0	2346.0	2488.0	368.0
CNAG_00772T0	29	2964.0	2184.0	166.0	403.0
CNAG_00773T0	13	408.0	453.0	27.0	84.0
CNAG_00774T0	46	2671.0	963.0	273.0	155.0
CNAG_00775T0	5	399.0	205.0	39.0	38.0
CNAG_00776T0	379	26282.0	9297.0	1032.0	2469.0
CNAG_00777T0	65	2789.0	1982.0	157.0	521.0
CNAG_00778T0	33	1945.0	885.0	78.0	202.0
CNAG_00779T0	81	13034.0	4134.0	2094.0	597.0
CNAG_00780T0	6	380.0	340.0	25.0	70.0
CNAG_00780T1	6	380.0	340.0	25.0	70.0
CNAG_00781T0	2	983.0	325.0	87.0	48.0
CNAG_00782T0	11	391.0	1000.0	27.0	246.0
CNAG_00783T0	12	654.0	807.0	35.0	118.0
CNAG_00784T0	7	560.0	231.0	27.0	30.0
CNAG_00785T0	69	3473.0	2710.0	617.0	447.0
CNAG_00786T0	7	260.0	594.0	25.0	120.0
CNAG_00787T0	33	841.0	1943.0	45.0	469.0
CNAG_00788T0	68	3731.0	2192.0	491.0	405.0
CNAG_00789T0	8	179.0	1361.0	55.0	212.0
CNAG_00790T0	23	1517.0	1249.0	81.0	250.0
CNAG_00791T0	4	537.0	339.0	23.0	68.0
CNAG_00792T0	72	1690.0	3385.0	344.0	653.0
CNAG_00793T0	7	654.0	634.0	77.0	109.0
CNAG_00794T0	5	652.0	453.0	56.0	67.0
CNAG_00795T0	3	28.0	411.0	1.0	80.0
CNAG_00796T0	57	698.0	5412.0	61.0	2073.0
CNAG_00797T0	61	2919.0	3464.0	278.0	923.0
CNAG_00798T0	1	55.0	180.0	7.0	30.0
CNAG_00799T0	145	6033.0	2082.0	421.0	616.0
CNAG_00800T0	7	617.0	186.0	20.0	47.0
CNAG_00801T0	3	177.0	193.0	7.0	23.0
CNAG_00802T0	7	553.0	417.0	23.0	84.0
CNAG_00803T0	23	1033.0	2410.0	80.0	417.0
CNAG_00804T0	5	616.0	899.0	56.0	124.0
CNAG_00805T0	16	699.0	628.0	41.0	131.0
CNAG_00806T0	109	13874.0	6167.0	751.0	1496.0
CNAG_00807T0	114	5130.0	3953.0	183.0	1321.0
CNAG_00808T0	12	2033.0	946.0	254.0	138.0
CNAG_00809T0	29	618.0	738.0	100.0	162.0
CNAG_00810T0	14	688.0	1709.0	62.0	250.0
CNAG_00811T0	42	1793.0	2002.0	88.0	270.0
CNAG_00812T0	22	411.0	887.0	39.0	149.0
CNAG_00813T0	59	280.0	8062.0	88.0	2579.0
CNAG_00814T0	49	169.0	6409.0	32.0	885.0
CNAG_00815T0	12	327.0	959.0	18.0	316.0
CNAG_00816T0	37	2550.0	3025.0	175.0	665.0
CNAG_00817T0	9	256.0	418.0	24.0	55.0
CNAG_00818T0	4	519.0	321.0	29.0	53.0
CNAG_00819T0	276	10069.0	4173.0	1622.0	929.0
CNAG_00820T0	4	375.0	237.0	30.0	31.0
CNAG_00821T0	66	10139.0	4236.0	1390.0	642.0
CNAG_00822T0	15	1878.0	748.0	206.0	108.0
CNAG_00823T0	15	274.0	2349.0	30.0	401.0
CNAG_00824T0	7	286.0	544.0	25.0	84.0
CNAG_00825T0	14	1102.0	1111.0	74.0	229.0
CNAG_00826T0	1	166.0	265.0	10.0	70.0
CNAG_00828T0	5	130.0	890.0	11.0	189.0
CNAG_00829T0	22	2813.0	1335.0	242.0	229.0
CNAG_00830T0	10	552.0	1094.0	38.0	262.0
CNAG_00831T0	8	735.0	323.0	48.0	57.0
CNAG_00832T0	1	257.0	235.0	21.0	51.0
CNAG_00833T0	3	98.0	362.0	14.0	45.0
CNAG_00834T0	171	14475.0	9485.0	562.0	3000.0
CNAG_00834T1	154	13784.0	7771.0	523.0	2462.0
CNAG_00835T0	5	278.0	253.0	24.0	43.0
CNAG_00836T0	2	260.0	174.0	23.0	27.0
CNAG_00837T0	10	455.0	1060.0	33.0	168.0
CNAG_00838T0	4	213.0	168.0	14.0	27.0
CNAG_00840T0	1	65.0	25.0	3.0	7.0
CNAG_00841T0	7	127.0	745.0	12.0	88.0
CNAG_00843T0	3	224.0	384.0	8.0	84.0
CNAG_00845T0	3	288.0	208.0	34.0	36.0
CNAG_00846T0	5	253.0	119.0	12.0	23.0
CNAG_00847T0	5	302.0	366.0	21.0	49.0
CNAG_00848T0	1372	69207.0	37400.0	1503.0	14677.0
CNAG_00848T1	1372	69207.0	37400.0	1503.0	14677.0
CNAG_00848T2	1372	69207.0	37400.0	1503.0	14677.0
CNAG_00850T0	10	353.0	364.0	23.0	89.0
CNAG_00851T0	11	1808.0	313.0	92.0	82.0
CNAG_00852T0	4	330.0	372.0	24.0	73.0
CNAG_00853T0	9	483.0	553.0	40.0	61.0
CNAG_00854T0	12	1469.0	461.0	83.0	79.0
CNAG_00855T0	29	864.0	3041.0	61.0	627.0
CNAG_00858T0	6	189.0	919.0	18.0	164.0
CNAG_00860T0	6	147.0	697.0	17.0	112.0
CNAG_00861T0	2	84.0	86.0	4.0	18.0
CNAG_00862T0	5	216.0	126.0	17.0	11.0
CNAG_00863T0	3	150.0	124.0	15.0	23.0
CNAG_00866T0	195	12817.0	8414.0	371.0	2970.0
CNAG_00866T1	129	5710.0	6431.0	191.0	2210.0
CNAG_00869T0	64	281.0	5067.0	38.0	2680.0
CNAG_00870T0	1	3.0	18.0		3.0
CNAG_00870T1	1	3.0	18.0		3.0
CNAG_00870T2	1	3.0	17.0		3.0
CNAG_00872T0	32	963.0	2330.0	66.0	405.0
CNAG_00873T0	55	2515.0	2207.0	120.0	451.0
CNAG_00874T0	21	1155.0	727.0	127.0	106.0
CNAG_00875T0	8	640.0	492.0	44.0	101.0
CNAG_00876T0	9	333.0	611.0	9.0	143.0
CNAG_00877T0	40	1647.0	3013.0	126.0	541.0
CNAG_00877T1	40	1647.0	3013.0	126.0	541.0
CNAG_00878T0	1	84.0	159.0	9.0	26.0
CNAG_00879T0	236	5413.0	14236.0	294.0	4025.0
CNAG_00883T0	19	1174.0	1528.0	40.0	448.0
CNAG_00884T0	39	1341.0	3453.0	106.0	623.0
CNAG_00886T0	79	2319.0	2961.0	295.0	541.0
CNAG_00887T0	1	46.0	316.0	4.0	64.0
CNAG_00888T0	18	864.0	1660.0	64.0	357.0
CNAG_00889T0	1	39.0	68.0	2.0	9.0
CNAG_00889T1	1	39.0	68.0	2.0	9.0
CNAG_00890T0	15	660.0	395.0	53.0	74.0
CNAG_00891T0	59	3365.0	2523.0	336.0	537.0
CNAG_00892T0	8	311.0	209.0	22.0	39.0
CNAG_00893T0	24	1451.0	1772.0	65.0	335.0
CNAG_00893T1	24	1366.0	1615.0	59.0	311.0
CNAG_00894T0	36	7075.0	1708.0	641.0	313.0
CNAG_00895T0	12	1359.0	529.0	96.0	74.0
CNAG_00896T0	8	267.0	1040.0	21.0	111.0
CNAG_00897T0	80	1959.0	5446.0	123.0	1476.0
CNAG_00899T0	8	306.0	478.0	35.0	72.0
CNAG_00900T0	3	68.0	103.0	12.0	23.0
CNAG_00901T0	23	1178.0	2035.0	61.0	584.0
CNAG_00902T0	5	751.0	584.0	73.0	118.0
CNAG_00903T0	14	334.0	1676.0	31.0	224.0
CNAG_00903T1	14	334.0	1676.0	31.0	224.0
CNAG_00903T2	9	283.0	1246.0	30.0	167.0
CNAG_00904T0	19	252.0	2735.0	36.0	1010.0
CNAG_00905T0	16	746.0	1058.0	19.0	385.0
CNAG_00906T0	34	757.0	1823.0	94.0	350.0
CNAG_00906T1	34	757.0	1823.0	94.0	350.0
CNAG_00907T0	2	61.0	293.0	7.0	57.0
CNAG_00907T1	2	61.0	293.0	7.0	57.0
CNAG_00908T0	27	65.0	113.0	15.0	60.0
CNAG_00909T0	3	812.0	969.0	35.0	144.0
CNAG_00911T0	1	13.0	35.0	6.0	4.0
CNAG_00914T0	55	1606.0	3430.0	119.0	732.0
CNAG_00915T0	2	302.0	282.0	13.0	50.0
CNAG_00915T1	3	311.0	293.0	13.0	51.0
CNAG_00916T0	14	988.0	1342.0	89.0	179.0
CNAG_00917T0	21	1298.0	632.0	67.0	128.0
CNAG_00919T0	23	341.0	1938.0	46.0	430.0
CNAG_00920T0	33	2647.0	2542.0	96.0	630.0
CNAG_00921T0	43	3775.0	2149.0	104.0	696.0
CNAG_00922T0	3	583.0	250.0	28.0	46.0
CNAG_00923T0	9	417.0	1052.0	27.0	221.0
CNAG_00924T0	1	114.0	267.0	7.0	35.0
CNAG_00925T0	1	54.0	152.0	7.0	24.0
CNAG_00925T1	1	54.0	152.0	7.0	24.0
CNAG_00926T0	16	1518.0	1411.0	106.0	267.0
CNAG_00927T0	8	331.0	966.0	48.0	151.0
CNAG_00928T0	24	719.0	2027.0	57.0	363.0
CNAG_00929T0	28	2541.0	2788.0	102.0	740.0
CNAG_00930T0	78	5994.0	2090.0	421.0	385.0
CNAG_00931T0	14	355.0	1295.0	39.0	170.0
CNAG_00932T0	37	5862.0	554.0	114.0	134.0
CNAG_00933T0	5	951.0	284.0	34.0	37.0
CNAG_00934T0	7	550.0	667.0	31.0	122.0
CNAG_00935T0	99	6502.0	4554.0	463.0	823.0
CNAG_00936T0	18	440.0	2057.0	46.0	465.0
CNAG_00936T1	18	440.0	2057.0	46.0	465.0
CNAG_00937T0	2	5.0	40.0	1.0	3.0
CNAG_00937T1	2	5.0	40.0	1.0	3.0
CNAG_00937T2	1	4.0	33.0	1.0	1.0
CNAG_00938T0	14	1593.0	1186.0	59.0	341.0
CNAG_00939T0	4	91.0	259.0	5.0	91.0
CNAG_00940T0	32	1719.0	1944.0	136.0	348.0
CNAG_00941T0	9	140.0	1068.0	19.0	162.0
CNAG_00960T0	79	2134.0	6122.0	175.0	1168.0
CNAG_00961T0	84	6864.0	7768.0	192.0	2164.0
CNAG_00964T0	5	349.0	873.0	26.0	166.0
CNAG_00966T0	20	674.0	2041.0	61.0	316.0
CNAG_00967T0	6	418.0	325.0	20.0	60.0
CNAG_00968T0	14	1158.0	1051.0	88.0	151.0
CNAG_00968T1	12	1092.0	805.0	79.0	114.0
CNAG_00969T0	2	283.0	130.0	22.0	15.0
CNAG_00970T0	47	1627.0	2857.0	107.0	487.0
CNAG_00971T0	6	299.0	858.0	26.0	128.0
CNAG_00972T0	17	1050.0	848.0	107.0	116.0
CNAG_00973T0	6	650.0	461.0	71.0	75.0
CNAG_00974T0	1	96.0	56.0	9.0	10.0
CNAG_00975T0	5	197.0	453.0	21.0	70.0
CNAG_00976T0	28	2520.0	2479.0	270.0	338.0
CNAG_00977T0	35	2465.0	2579.0	158.0	661.0
CNAG_00978T0	89	7391.0	2197.0	517.0	529.0
CNAG_00979T0	10	1710.0	300.0	57.0	85.0
CNAG_00979T1	10	1710.0	300.0	57.0	85.0
CNAG_00979T2	10	1710.0	300.0	57.0	85.0
CNAG_00979T3	10	1710.0	300.0	57.0	85.0
CNAG_00980T0	8	181.0	1305.0	36.0	181.0
CNAG_00981T0	6	123.0	169.0	2.0	28.0
CNAG_00982T0	10	982.0	641.0	91.0	102.0
CNAG_00983T0	19	656.0	1571.0	46.0	279.0
CNAG_00984T0	413	37800.0	10817.0	1165.0	3170.0
CNAG_00985T0	10	958.0	545.0	76.0	80.0
CNAG_00985T1	4	427.0	309.0	36.0	45.0
CNAG_00986T0	2	429.0	439.0	39.0	40.0
CNAG_00987T0	9	810.0	748.0	75.0	107.0
CNAG_00988T0	80	1841.0	3060.0	154.0	603.0
CNAG_00989T0	13	912.0	668.0	76.0	118.0
CNAG_00990T0	38	7878.0	1755.0	533.0	332.0
CNAG_00990T1	38	7878.0	1755.0	533.0	332.0
CNAG_00991T0	11	828.0	464.0	61.0	81.0
CNAG_00992T0	189	8889.0	6690.0	692.0	1521.0
CNAG_00993T0	5	909.0	185.0	52.0	40.0
CNAG_00994T0	14	848.0	1357.0	94.0	181.0
CNAG_00995T0	314	14845.0	14546.0	414.0	5639.0
CNAG_00995T1	314	14845.0	14546.0	414.0	5639.0
CNAG_00996T0	98	4908.0	6177.0	147.0	2283.0
CNAG_00997T0	14	2291.0	917.0	147.0	174.0
CNAG_00998T0	28	1027.0	1555.0	69.0	306.0
CNAG_00998T1	28	1027.0	1555.0	69.0	306.0
CNAG_00999T0	7	916.0	328.0	72.0	52.0
CNAG_01000T0	56	1779.0	2925.0	122.0	513.0
CNAG_01001T0	6	59.0	395.0	9.0	58.0
CNAG_01002T0	10	149.0	1673.0	10.0	285.0
CNAG_01003T0	46	2333.0	1850.0	78.0	682.0
CNAG_01004T0	11	920.0	544.0	74.0	114.0
CNAG_01004T1	11	920.0	544.0	74.0	114.0
CNAG_01004T2	10	883.0	416.0	72.0	88.0
CNAG_01005T0	65	8313.0	2976.0	528.0	692.0
CNAG_01006T0	8	404.0	243.0	29.0	35.0
CNAG_01007T0	13	792.0	729.0	46.0	140.0
CNAG_01008T0	5	400.0	536.0	39.0	90.0
CNAG_01009T0	26	917.0	2743.0	70.0	897.0
CNAG_01009T1	34	927.0	3883.0	73.0	1188.0
CNAG_01010T0	54	5839.0	2347.0	254.0	487.0
